dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked
4, 01:00:00,24,9,0,0,0,0
5, 16:00:00,26,30,0,1,1,0
4, 04:00:00,29,17,0,1,1,0
0, 12:00:00,20,3,0,0,1,0
0, 01:00:00,43,2,0,0,0,0
0, 21:00:00,21,28,0,0,1,1
1, 03:00:00,33,24,0,1,0,0
5, 13:00:00,28,10,0,0,1,0
5, 02:00:00,26,25,0,1,1,0
3, 22:00:00,32,43,0,0,0,0
0, 16:00:00,26,17,1,1,1,0
1, 05:00:00,26,28,0,0,1,0
0, 23:00:00,29,18,0,0,1,1
0, 02:00:00,22,51,0,0,1,0
0, 15:00:00,41,8,0,0,1,0
2, 14:00:00,20,25,0,0,0,0
4, 17:00:00,28,15,0,0,0,0
6, 22:00:00,20,22,0,0,0,0
1, 17:00:00,21,23,0,0,1,0
0, 21:00:00,28,7,0,0,1,0
3, 19:00:00,24,28,0,0,1,0
4, 11:00:00,18,73,0,1,1,0
2, 01:00:00,19,46,0,0,1,0
4, 14:00:00,30,12,0,0,0,0
6, 05:00:00,26,6,1,0,1,0
6, 18:00:00,43,13,0,1,0,0
4, 21:00:00,41,7,0,1,0,0
2, 06:00:00,27,23,0,0,1,0
6, 15:00:00,50,21,0,0,0,0
3, 07:00:00,41,3,0,0,1,1
3, 01:00:00,27,29,0,0,1,0
2, 01:00:00,29,23,0,0,1,0
2, 07:00:00,30,17,0,0,1,0
4, 04:00:00,22,5,0,0,0,0
1, 16:00:00,27,39,0,1,0,0
5, 01:00:00,37,11,0,0,1,0
0, 20:00:00,52,5,0,0,0,0
5, 20:00:00,30,56,0,0,1,0
4, 12:00:00,28,24,0,1,1,0
0, 16:00:00,38,14,0,0,0,1
0, 13:00:00,21,32,0,0,0,0
1, 18:00:00,42,11,1,1,0,0
1, 21:00:00,25,14,0,1,1,0
5, 15:00:00,46,7,0,0,0,0
1, 02:00:00,39,61,0,0,1,0
3, 23:00:00,34,1,1,1,0,1
6, 12:00:00,56,25,0,1,0,0
0, 18:00:00,25,53,1,0,1,1
0, 16:00:00,31,12,0,0,0,0
4, 20:00:00,44,12,0,0,0,1
5, 15:00:00,38,40,0,0,0,0
6, 15:00:00,36,47,0,0,1,0
2, 17:00:00,22,20,0,0,0,0
2, 00:00:00,30,20,1,0,1,0
0, 16:00:00,25,25,0,0,0,0
3, 06:00:00,55,21,0,0,1,0
4, 21:00:00,24,20,0,0,1,0
5, 22:00:00,37,24,0,0,0,0
6, 17:00:00,32,12,0,0,0,1
2, 03:00:00,20,21,0,1,0,0
6, 18:00:00,36,14,0,0,0,0
1, 12:00:00,42,21,0,0,0,0
6, 05:00:00,19,19,0,0,1,0
4, 21:00:00,21,21,1,0,0,0
0, 19:00:00,17,3,0,0,0,0
2, 23:00:00,23,19,0,0,1,0
0, 10:00:00,34,7,0,0,0,0
6, 04:00:00,25,23,0,0,1,1
0, 14:00:00,44,6,0,1,0,0
0, 19:00:00,32,3,0,1,0,0
3, 14:00:00,46,26,0,0,0,0
5, 07:00:00,31,26,0,0,1,0
1, 00:00:00,21,17,0,0,1,0
0, 20:00:00,39,16,0,0,1,1
4, 04:00:00,33,15,0,0,0,0
0, 17:00:00,25,9,1,0,1,0
0, 16:00:00,24,56,0,0,1,0
2, 17:00:00,19,14,0,0,1,0
6, 14:00:00,17,35,0,0,1,0
0, 12:00:00,31,64,0,0,0,0
2, 16:00:00,39,25,0,0,1,0
2, 14:00:00,45,11,0,0,0,0
2, 15:00:00,39,16,1,1,1,0
4, 12:00:00,23,23,0,0,1,0
2, 20:00:00,22,28,0,1,1,0
4, 01:00:00,28,14,0,0,1,1
0, 18:00:00,39,42,0,0,0,0
0, 17:00:00,34,22,0,1,0,0
4, 01:00:00,43,38,0,0,1,0
5, 15:00:00,30,19,0,0,0,0
3, 14:00:00,22,29,0,0,1,0
0, 14:00:00,61,19,0,0,1,0
3, 16:00:00,37,1,1,0,1,0
1, 01:00:00,39,29,0,0,0,0
5, 23:00:00,32,3,0,0,1,1
0, 16:00:00,43,3,0,0,0,0
1, 03:00:00,40,21,0,0,1,1
3, 22:00:00,42,23,0,0,1,0
0, 15:00:00,36,2,0,1,0,0
1, 16:00:00,36,12,0,0,1,1
4, 13:00:00,29,28,0,0,0,0
5, 18:00:00,54,7,0,1,0,0
3, 22:00:00,50,21,0,0,1,1
4, 23:00:00,25,41,0,0,0,0
1, 15:00:00,27,15,0,0,1,0
5, 03:00:00,18,18,0,0,1,0
6, 03:00:00,32,34,0,0,0,0
0, 14:00:00,69,14,0,0,0,0
6, 22:00:00,27,43,0,0,1,1
1, 01:00:00,21,20,0,1,1,0
4, 15:00:00,47,32,0,0,1,0
4, 22:00:00,28,15,0,0,0,0
5, 23:00:00,24,21,0,0,1,0
1, 01:00:00,23,38,0,1,1,0
0, 00:00:00,23,19,0,0,1,0
0, 23:00:00,18,4,0,0,1,0
2, 13:00:00,27,30,0,0,1,1
2, 13:00:00,42,15,0,0,0,0
6, 07:00:00,34,34,0,0,1,0
2, 20:00:00,19,42,0,0,1,0
6, 19:00:00,35,4,0,0,0,0
6, 19:00:00,26,65,0,0,1,0
1, 01:00:00,50,6,0,0,1,0
4, 09:00:00,29,18,0,1,1,0
0, 02:00:00,41,33,0,1,0,0
3, 19:00:00,46,11,0,0,1,0
1, 08:00:00,47,4,0,0,0,0
2, 18:00:00,37,25,0,1,1,0
1, 03:00:00,30,5,0,0,0,0
0, 18:00:00,34,33,0,0,1,0
3, 21:00:00,26,8,0,0,1,0
4, 20:00:00,28,29,0,1,1,0
3, 22:00:00,26,22,0,0,0,1
3, 16:00:00,56,15,0,0,1,0
1, 11:00:00,32,29,1,0,1,0
0, 13:00:00,32,49,0,1,1,0
6, 02:00:00,37,72,0,0,0,0
1, 06:00:00,19,16,0,0,1,0
1, 22:00:00,20,7,0,0,0,0
3, 22:00:00,25,9,0,0,0,0
2, 16:00:00,33,8,0,0,0,0
4, 00:00:00,27,18,0,0,1,0
2, 19:00:00,36,19,0,0,1,0
5, 21:00:00,32,3,0,0,0,0
3, 16:00:00,45,10,0,0,1,0
6, 20:00:00,42,9,0,0,0,0
2, 12:00:00,22,17,0,0,0,1
6, 13:00:00,25,7,0,0,0,0
4, 17:00:00,21,27,0,1,0,0
4, 18:00:00,18,22,0,0,0,0
2, 12:00:00,63,7,0,0,0,0
4, 14:00:00,31,31,0,0,1,0
0, 17:00:00,20,41,0,0,1,0
5, 07:00:00,53,25,1,0,1,0
3, 16:00:00,28,56,0,0,1,1
5, 02:00:00,20,18,0,0,1,0
3, 13:00:00,29,53,0,0,1,0
0, 16:00:00,36,11,0,0,0,0
1, 21:00:00,28,24,0,0,1,0
2, 23:00:00,38,7,0,0,1,0
6, 03:00:00,50,8,0,0,1,1
2, 00:00:00,24,9,0,0,0,1
2, 02:00:00,25,61,0,0,1,0
2, 23:00:00,23,56,0,0,1,0
3, 13:00:00,21,11,0,0,1,0
5, 17:00:00,35,4,0,0,1,0
6, 15:00:00,30,26,1,1,0,0
2, 16:00:00,31,22,1,1,0,0
6, 07:00:00,55,8,1,0,0,0
5, 17:00:00,30,10,0,1,0,1
2, 11:00:00,40,35,0,0,0,1
0, 19:00:00,27,57,0,1,1,0
0, 13:00:00,45,11,0,0,1,0
5, 15:00:00,38,3,0,1,0,0
4, 15:00:00,39,1,0,1,1,1
1, 21:00:00,40,24,0,0,1,0
0, 05:00:00,26,60,0,1,1,0
4, 22:00:00,20,9,0,0,0,0
5, 02:00:00,58,4,0,1,0,0
6, 03:00:00,27,17,0,1,0,0
0, 05:00:00,62,56,0,0,1,0
6, 23:00:00,45,43,0,0,1,0
6, 18:00:00,20,25,0,0,0,1
0, 13:00:00,21,27,0,1,1,0
0, 19:00:00,36,20,0,0,1,0
3, 06:00:00,21,29,0,0,1,0
3, 04:00:00,24,26,0,0,1,0
1, 16:00:00,23,34,0,0,0,0
5, 18:00:00,22,37,1,0,1,0
3, 18:00:00,42,8,0,0,0,0
0, 15:00:00,22,23,0,1,1,1
6, 20:00:00,56,17,0,1,0,0
4, 02:00:00,51,13,0,0,1,0
4, 16:00:00,24,19,0,0,1,0
3, 14:00:00,54,21,1,1,1,0
4, 15:00:00,35,17,0,0,0,0
6, 11:00:00,38,20,0,0,1,0
4, 02:00:00,56,2,0,0,1,0
1, 09:00:00,29,14,0,0,0,0
0, 17:00:00,17,12,0,0,0,0
2, 04:00:00,38,22,0,0,0,0
3, 16:00:00,41,9,0,0,0,0
0, 21:00:00,19,7,0,0,1,0
6, 20:00:00,29,41,0,1,1,1
6, 02:00:00,19,34,0,0,1,1
0, 08:00:00,27,23,0,0,1,1
0, 22:00:00,41,5,0,1,1,1
0, 21:00:00,26,38,0,0,0,0
6, 20:00:00,29,18,0,0,0,0
2, 15:00:00,39,45,0,0,0,0
0, 04:00:00,29,51,0,0,1,0
4, 06:00:00,20,35,0,1,1,1
3, 10:00:00,26,47,0,0,1,0
5, 08:00:00,45,4,0,0,0,0
4, 20:00:00,24,12,0,0,1,0
5, 12:00:00,49,14,0,0,1,0
6, 18:00:00,55,20,0,0,1,0
1, 13:00:00,49,5,0,0,0,1
0, 16:00:00,18,21,0,0,1,0
5, 01:00:00,27,43,1,0,1,0
0, 01:00:00,42,34,0,0,1,0
5, 15:00:00,35,22,0,0,1,0
6, 21:00:00,31,4,0,0,0,1
0, 12:00:00,43,40,0,0,1,0
3, 14:00:00,37,10,0,0,1,0
2, 20:00:00,52,23,0,0,0,0
5, 23:00:00,36,57,0,1,0,0
0, 01:00:00,43,28,0,0,1,0
2, 11:00:00,30,12,0,1,0,0
2, 14:00:00,28,17,0,0,1,0
1, 00:00:00,42,14,0,0,0,0
6, 08:00:00,32,23,0,0,1,0
3, 00:00:00,52,12,1,0,1,0
4, 17:00:00,51,1,1,1,0,0
3, 21:00:00,45,1,0,0,1,0
3, 01:00:00,17,21,1,0,0,0
2, 22:00:00,26,38,0,0,1,0
0, 03:00:00,30,22,0,0,0,0
5, 05:00:00,20,34,0,0,1,0
5, 17:00:00,28,32,0,0,1,0
2, 05:00:00,43,15,0,1,1,0
3, 02:00:00,31,29,0,0,1,0
5, 13:00:00,56,13,0,0,0,1
4, 18:00:00,25,29,0,0,1,0
3, 10:00:00,42,14,0,0,0,0
2, 23:00:00,23,57,0,1,0,1
2, 09:00:00,27,26,0,1,1,0
3, 20:00:00,22,56,0,0,1,0
0, 23:00:00,29,26,0,0,0,0
4, 12:00:00,45,13,0,0,0,0
1, 11:00:00,21,27,0,0,1,0
3, 06:00:00,47,33,0,0,1,0
4, 05:00:00,20,32,0,0,0,0
0, 20:00:00,17,13,0,0,0,0
6, 00:00:00,24,18,0,0,1,0
0, 11:00:00,36,20,0,1,1,0
1, 21:00:00,27,9,0,0,0,0
4, 14:00:00,56,19,0,0,0,1
6, 00:00:00,27,39,0,0,1,1
2, 18:00:00,25,23,0,0,1,0
1, 20:00:00,33,10,0,1,0,0
3, 22:00:00,27,4,0,0,0,1
6, 07:00:00,29,21,0,0,0,0
6, 03:00:00,33,16,0,0,0,0
3, 13:00:00,20,50,0,0,1,0
4, 09:00:00,48,4,0,0,0,0
6, 07:00:00,32,20,0,0,0,0
4, 02:00:00,24,19,0,0,1,0
5, 16:00:00,38,39,1,0,0,0
2, 20:00:00,31,43,1,0,1,0
4, 03:00:00,29,39,0,0,0,0
1, 10:00:00,22,30,0,0,1,1
2, 19:00:00,25,33,1,1,1,0
4, 22:00:00,22,45,0,0,1,0
5, 01:00:00,26,7,0,0,0,0
0, 06:00:00,19,6,0,0,0,1
6, 21:00:00,23,7,0,1,0,0
2, 22:00:00,45,25,0,0,0,0
4, 12:00:00,33,29,0,0,1,0
2, 19:00:00,32,71,0,0,1,0
0, 06:00:00,32,13,0,0,1,1
0, 12:00:00,25,3,1,0,1,0
0, 00:00:00,39,34,0,1,1,1
6, 22:00:00,23,38,1,1,1,0
2, 04:00:00,30,5,1,0,1,0
1, 22:00:00,25,9,0,0,0,0
4, 12:00:00,39,45,1,1,0,0
4, 06:00:00,22,14,0,0,1,0
5, 21:00:00,31,34,0,0,1,0
4, 20:00:00,38,40,0,0,1,1
4, 02:00:00,28,18,0,0,1,0
0, 21:00:00,44,21,0,0,1,0
5, 02:00:00,23,9,0,0,1,1
2, 05:00:00,20,30,0,0,1,1
1, 06:00:00,48,27,0,0,0,0
1, 01:00:00,53,3,0,0,0,0
5, 21:00:00,25,11,0,0,0,0
5, 16:00:00,24,26,0,1,1,0
1, 03:00:00,64,14,0,0,0,0
1, 05:00:00,31,14,0,0,0,0
0, 01:00:00,25,17,0,0,1,0
6, 05:00:00,18,30,0,0,1,0
0, 22:00:00,53,5,0,0,0,0
3, 01:00:00,34,13,0,0,1,0
3, 03:00:00,17,7,0,0,0,0
5, 22:00:00,35,9,0,0,0,0
1, 01:00:00,25,18,0,0,0,0
5, 17:00:00,29,28,0,0,0,0
4, 02:00:00,59,24,1,0,1,0
6, 05:00:00,28,46,0,0,1,0
3, 15:00:00,26,25,0,0,1,0
4, 05:00:00,42,3,0,0,1,0
3, 19:00:00,35,29,0,1,1,0
2, 14:00:00,41,12,0,0,1,0
5, 06:00:00,24,40,0,0,1,0
5, 18:00:00,30,14,0,0,0,0
4, 15:00:00,27,1,0,1,0,0
0, 03:00:00,21,15,0,1,0,0
6, 00:00:00,43,15,0,0,1,0
5, 22:00:00,29,33,0,0,0,0
6, 06:00:00,53,11,0,0,0,1
5, 15:00:00,41,12,0,0,1,0
0, 06:00:00,20,25,0,0,1,0
0, 13:00:00,33,7,0,0,1,0
0, 17:00:00,19,27,0,0,0,0
5, 00:00:00,20,25,0,0,1,0
0, 20:00:00,27,17,0,0,0,0
5, 20:00:00,37,17,0,0,1,0
3, 05:00:00,20,17,0,0,1,0
5, 00:00:00,30,38,0,1,1,0
6, 05:00:00,26,18,0,0,0,0
0, 22:00:00,41,17,0,0,1,0
1, 23:00:00,21,15,0,1,1,0
4, 21:00:00,25,19,0,0,0,0
2, 12:00:00,29,15,0,0,1,0
0, 16:00:00,24,24,0,0,1,0
1, 20:00:00,30,39,0,1,0,0
3, 10:00:00,30,24,0,0,1,0
1, 11:00:00,38,39,0,0,1,0
1, 11:00:00,22,13,0,1,0,0
4, 16:00:00,36,27,0,0,0,0
0, 00:00:00,20,34,0,0,1,0
5, 01:00:00,32,18,0,0,0,1
1, 12:00:00,16,17,0,0,1,1
2, 00:00:00,38,18,0,0,1,0
5, 00:00:00,25,23,0,0,1,0
3, 17:00:00,31,23,0,0,0,0
4, 08:00:00,27,13,0,0,0,0
0, 01:00:00,25,9,0,0,0,0
0, 20:00:00,22,22,0,1,1,1
5, 17:00:00,47,1,0,0,1,0
5, 15:00:00,31,37,0,0,1,0
5, 19:00:00,24,63,0,0,1,1
5, 14:00:00,37,19,0,0,1,0
0, 12:00:00,58,6,0,0,0,0
5, 11:00:00,42,13,1,1,1,0
2, 18:00:00,31,27,0,0,1,0
3, 19:00:00,57,6,0,0,0,0
6, 21:00:00,45,31,0,0,1,0
3, 00:00:00,20,5,0,0,0,0
6, 01:00:00,21,31,0,0,1,0
0, 20:00:00,25,2,0,0,0,0
1, 01:00:00,45,53,0,0,1,0
2, 22:00:00,21,8,0,0,0,0
0, 15:00:00,23,32,0,0,1,0
1, 02:00:00,41,16,0,0,0,0
2, 04:00:00,20,61,1,0,1,0
5, 05:00:00,48,7,0,0,1,0
1, 23:00:00,22,8,0,1,0,0
6, 07:00:00,38,15,0,0,0,0
3, 08:00:00,27,5,0,0,0,0
4, 05:00:00,32,73,0,0,1,0
4, 15:00:00,18,85,0,0,1,0
4, 13:00:00,16,40,0,0,1,0
3, 20:00:00,21,11,0,0,0,0
5, 10:00:00,23,32,0,1,1,0
4, 17:00:00,23,9,0,0,0,0
6, 20:00:00,24,9,0,0,1,0
6, 15:00:00,29,12,0,0,1,0
0, 03:00:00,25,18,1,0,1,0
3, 17:00:00,24,9,0,0,0,1
2, 05:00:00,45,7,0,0,0,0
2, 00:00:00,31,6,0,0,1,0
6, 21:00:00,25,30,0,0,1,0
4, 12:00:00,32,13,0,0,0,0
2, 23:00:00,31,7,1,1,1,1
4, 22:00:00,22,6,0,0,1,1
5, 11:00:00,31,13,0,0,1,0
0, 18:00:00,33,10,0,0,0,0
5, 22:00:00,34,21,0,0,0,0
5, 14:00:00,24,15,0,1,1,0
1, 15:00:00,26,15,0,0,0,0
1, 22:00:00,29,17,0,0,0,0
5, 03:00:00,25,45,0,0,0,0
6, 15:00:00,47,7,0,0,1,0
3, 18:00:00,28,18,0,0,0,0
5, 17:00:00,29,2,0,0,0,1
0, 03:00:00,33,9,0,0,1,0
0, 17:00:00,25,10,0,0,0,0
1, 01:00:00,22,26,0,0,1,0
1, 04:00:00,43,28,0,0,0,0
5, 17:00:00,22,31,0,0,1,1
0, 17:00:00,29,5,0,0,0,0
6, 22:00:00,18,3,0,0,0,0
3, 17:00:00,27,5,0,0,0,0
2, 15:00:00,26,10,0,0,1,1
5, 03:00:00,21,58,0,0,1,0
6, 03:00:00,35,15,0,0,0,0
0, 17:00:00,32,15,0,0,0,0
5, 04:00:00,21,23,0,1,1,0
0, 03:00:00,41,26,0,0,0,0
6, 13:00:00,33,7,0,1,1,0
0, 12:00:00,41,16,0,1,0,0
0, 23:00:00,21,10,0,0,1,0
2, 14:00:00,24,29,0,1,0,0
5, 23:00:00,32,43,1,0,1,0
4, 12:00:00,26,24,1,0,1,1
6, 20:00:00,28,34,0,0,0,0
0, 05:00:00,50,11,0,0,1,0
2, 14:00:00,23,7,0,1,0,0
1, 17:00:00,46,23,0,0,0,0
0, 15:00:00,28,28,0,1,0,0
4, 17:00:00,51,33,0,0,1,0
5, 02:00:00,18,15,0,1,1,0
1, 20:00:00,23,35,0,1,1,0
5, 17:00:00,43,14,0,1,0,0
2, 11:00:00,62,7,0,0,1,0
1, 02:00:00,47,13,0,0,1,0
4, 14:00:00,23,33,0,0,1,0
3, 02:00:00,22,14,0,0,1,0
6, 19:00:00,41,2,0,0,1,1
1, 14:00:00,22,18,1,0,1,0
3, 19:00:00,17,14,0,0,1,0
6, 16:00:00,46,42,1,0,1,0
6, 00:00:00,49,53,1,0,1,1
1, 16:00:00,21,21,0,0,1,0
3, 17:00:00,57,4,0,0,1,0
1, 06:00:00,21,17,1,0,1,0
0, 20:00:00,28,12,0,0,1,0
3, 20:00:00,60,11,1,1,1,0
0, 02:00:00,46,71,0,0,0,0
5, 17:00:00,26,4,1,0,1,0
3, 23:00:00,24,6,0,0,0,0
6, 22:00:00,26,49,0,0,0,1
5, 06:00:00,71,11,0,0,1,0
3, 04:00:00,22,15,0,1,1,0
6, 21:00:00,38,23,0,0,1,0
3, 23:00:00,36,29,0,0,1,0
3, 04:00:00,21,38,0,0,1,0
2, 14:00:00,34,8,0,0,1,1
4, 08:00:00,21,26,0,1,1,0
1, 04:00:00,61,26,1,0,1,0
6, 00:00:00,29,19,1,0,1,0
3, 22:00:00,31,12,0,0,1,0
3, 07:00:00,31,10,0,0,0,1
1, 23:00:00,56,14,1,1,1,0
2, 19:00:00,21,1,0,0,0,1
6, 17:00:00,22,20,0,0,1,0
6, 13:00:00,24,27,0,0,0,1
3, 06:00:00,35,40,0,0,1,0
3, 18:00:00,38,19,0,0,1,0
4, 18:00:00,37,18,0,0,0,0
2, 21:00:00,21,23,0,0,0,0
6, 07:00:00,30,43,0,0,1,1
5, 11:00:00,30,25,0,1,1,1
5, 22:00:00,42,24,0,0,1,0
6, 01:00:00,25,29,0,0,1,1
1, 00:00:00,35,31,0,0,0,0
3, 22:00:00,24,2,0,0,1,0
0, 22:00:00,60,14,0,0,1,0
2, 23:00:00,21,6,1,0,0,1
6, 19:00:00,18,5,0,0,0,0
1, 08:00:00,34,17,0,0,1,0
3, 08:00:00,33,13,0,0,1,0
1, 12:00:00,22,21,0,1,1,0
3, 15:00:00,19,16,0,0,1,0
1, 16:00:00,21,6,0,0,1,1
4, 01:00:00,25,18,0,0,1,0
3, 04:00:00,25,17,0,0,1,0
4, 11:00:00,24,20,0,0,1,0
3, 02:00:00,38,5,0,0,0,0
2, 15:00:00,52,2,0,0,0,0
5, 01:00:00,32,18,0,0,1,0
4, 11:00:00,18,8,0,0,0,0
3, 20:00:00,21,16,0,0,1,0
3, 16:00:00,25,1,1,0,1,0
1, 10:00:00,20,32,0,0,0,0
4, 05:00:00,30,25,0,0,1,0
3, 15:00:00,31,35,0,0,0,0
2, 08:00:00,52,18,0,0,1,0
3, 23:00:00,19,38,0,0,1,0
6, 19:00:00,35,16,0,1,0,0
4, 22:00:00,83,65,0,0,1,0
0, 18:00:00,23,45,0,0,0,0
5, 16:00:00,33,10,0,0,1,0
3, 14:00:00,42,24,0,1,1,0
3, 14:00:00,26,13,0,0,1,0
1, 23:00:00,19,15,0,0,1,0
2, 20:00:00,31,7,0,0,1,0
5, 17:00:00,19,10,0,0,1,0
5, 17:00:00,21,23,0,1,0,0
2, 05:00:00,25,35,0,0,1,0
5, 13:00:00,23,9,0,0,0,0
0, 11:00:00,36,11,0,0,1,0
0, 04:00:00,19,11,0,0,0,0
0, 17:00:00,22,31,0,0,1,0
1, 19:00:00,25,18,0,0,1,0
1, 16:00:00,19,44,0,1,0,0
5, 00:00:00,35,33,0,0,1,0
3, 14:00:00,32,10,1,0,1,0
6, 00:00:00,23,19,0,1,0,0
2, 00:00:00,33,36,0,0,1,1
4, 19:00:00,32,13,0,0,1,1
2, 18:00:00,33,4,1,0,0,0
6, 11:00:00,19,23,0,0,1,0
3, 19:00:00,19,13,0,0,1,0
4, 19:00:00,29,26,0,1,1,1
0, 00:00:00,22,57,0,0,1,0
6, 18:00:00,26,31,0,0,1,0
0, 20:00:00,33,26,0,0,1,0
5, 01:00:00,58,11,0,0,0,0
4, 17:00:00,32,16,0,0,1,0
2, 01:00:00,29,8,0,0,1,0
4, 16:00:00,36,9,0,1,0,0
3, 00:00:00,30,14,0,0,0,0
3, 21:00:00,24,20,1,1,1,0
3, 12:00:00,27,2,0,0,1,0
2, 21:00:00,43,58,0,0,0,0
4, 09:00:00,28,9,0,0,1,0
0, 06:00:00,17,22,0,0,1,0
6, 16:00:00,18,10,0,0,1,1
6, 17:00:00,42,34,1,0,0,0
2, 19:00:00,48,6,0,0,0,0
0, 17:00:00,28,20,0,0,0,0
5, 18:00:00,59,40,0,0,1,1
3, 22:00:00,22,15,0,0,1,0
4, 22:00:00,24,9,0,0,1,0
0, 09:00:00,26,1,0,0,0,1
3, 15:00:00,31,76,0,0,1,0
1, 02:00:00,17,6,0,0,0,0
3, 23:00:00,37,26,0,0,1,0
0, 12:00:00,27,6,0,0,0,0
1, 23:00:00,24,16,0,1,1,0
1, 22:00:00,20,6,0,0,0,0
0, 04:00:00,42,49,0,1,1,0
2, 12:00:00,52,12,0,0,0,0
0, 17:00:00,30,9,0,1,0,0
6, 14:00:00,23,22,0,1,1,0
0, 04:00:00,41,51,0,1,0,0
1, 14:00:00,23,61,0,0,1,0
1, 20:00:00,31,7,0,0,0,0
4, 05:00:00,40,14,0,0,1,0
3, 18:00:00,22,46,0,0,1,0
0, 12:00:00,62,22,0,0,1,0
0, 16:00:00,39,12,0,1,1,0
0, 01:00:00,20,11,0,0,0,0
1, 16:00:00,36,48,0,0,1,0
3, 18:00:00,30,7,0,0,1,0
1, 13:00:00,30,3,0,1,0,0
5, 00:00:00,42,34,0,0,0,1
4, 13:00:00,18,23,0,0,1,0
2, 14:00:00,43,15,0,0,1,0
4, 15:00:00,39,60,0,0,1,0
0, 17:00:00,37,19,0,0,0,0
2, 22:00:00,30,8,0,0,1,0
4, 01:00:00,24,16,0,0,1,0
5, 01:00:00,27,1,0,0,0,0
4, 07:00:00,21,10,0,1,0,0
5, 15:00:00,26,16,0,0,1,0
1, 00:00:00,60,9,0,0,1,0
6, 00:00:00,42,25,0,0,0,1
1, 03:00:00,43,12,0,0,1,0
5, 05:00:00,28,13,0,0,0,0
6, 17:00:00,24,32,0,0,1,0
2, 16:00:00,27,2,0,0,0,1
2, 02:00:00,50,34,0,0,1,0
6, 17:00:00,37,7,0,0,1,0
4, 04:00:00,27,9,1,0,1,0
4, 11:00:00,28,19,0,0,1,0
3, 15:00:00,41,18,0,0,0,0
6, 15:00:00,37,17,0,0,0,1
5, 07:00:00,37,8,0,0,1,0
6, 16:00:00,24,41,0,0,1,0
0, 16:00:00,25,38,0,0,1,0
0, 17:00:00,46,7,0,0,1,0
2, 21:00:00,48,5,0,0,0,0
6, 20:00:00,20,17,0,0,1,0
0, 03:00:00,37,58,0,0,1,0
0, 16:00:00,34,11,0,0,1,0
4, 12:00:00,21,13,0,0,1,0
3, 14:00:00,37,6,1,0,1,0
2, 00:00:00,30,27,0,0,1,0
5, 04:00:00,30,5,0,0,1,0
3, 19:00:00,27,25,0,0,1,0
1, 06:00:00,25,12,0,0,0,0
1, 15:00:00,48,7,0,0,0,0
1, 05:00:00,28,17,0,0,1,1
4, 23:00:00,27,18,0,0,1,0
6, 22:00:00,18,9,0,0,0,0
0, 22:00:00,23,14,0,0,1,1
6, 15:00:00,27,15,0,0,1,0
1, 12:00:00,65,4,0,1,0,0
0, 02:00:00,22,20,0,0,1,0
4, 12:00:00,20,33,0,1,1,0
3, 08:00:00,16,20,0,0,0,0
1, 01:00:00,24,10,0,0,1,0
5, 00:00:00,25,9,0,0,1,1
0, 17:00:00,20,19,1,1,1,0
5, 11:00:00,24,21,0,0,1,0
4, 16:00:00,48,15,0,1,0,0
4, 10:00:00,35,39,0,0,1,0
5, 06:00:00,23,37,0,0,1,0
1, 17:00:00,29,26,1,0,1,0
0, 19:00:00,32,5,0,0,0,0
0, 13:00:00,19,20,0,0,1,1
6, 00:00:00,22,6,0,0,0,0
6, 14:00:00,24,16,0,0,1,0
1, 16:00:00,29,27,0,0,1,1
2, 15:00:00,27,15,0,0,1,1
5, 12:00:00,29,12,0,0,1,0
1, 03:00:00,22,10,0,0,1,0
4, 10:00:00,39,13,1,0,0,0
6, 15:00:00,62,5,0,0,1,0
4, 15:00:00,32,25,0,0,1,0
3, 20:00:00,27,55,0,0,0,0
3, 17:00:00,19,12,0,1,0,0
5, 17:00:00,33,38,0,0,0,0
2, 17:00:00,56,10,0,0,1,0
0, 15:00:00,39,10,0,0,0,0
3, 13:00:00,20,33,0,0,1,0
2, 04:00:00,21,2,1,0,1,0
3, 04:00:00,42,9,0,0,1,1
6, 22:00:00,23,23,0,0,0,0
0, 00:00:00,25,7,0,0,1,0
3, 17:00:00,28,17,0,0,1,0
4, 15:00:00,26,13,0,1,1,0
4, 07:00:00,34,28,0,0,1,0
6, 01:00:00,21,18,0,0,1,0
1, 06:00:00,25,40,0,0,1,0
5, 00:00:00,22,19,0,0,0,0
1, 15:00:00,32,2,0,1,0,1
0, 02:00:00,52,9,1,0,1,0
6, 13:00:00,19,4,0,0,0,0
1, 22:00:00,26,27,0,0,1,0
3, 22:00:00,40,30,0,0,1,0
0, 15:00:00,25,50,0,1,1,0
0, 23:00:00,33,32,0,0,0,0
3, 02:00:00,28,25,0,0,1,0
5, 04:00:00,21,2,0,0,1,0
5, 22:00:00,39,23,1,0,1,1
4, 14:00:00,42,3,0,0,1,0
1, 14:00:00,52,4,0,0,0,0
1, 22:00:00,34,4,0,0,1,0
1, 22:00:00,22,5,0,0,1,0
1, 07:00:00,25,8,0,0,0,0
5, 21:00:00,18,4,0,0,0,0
0, 04:00:00,64,17,0,0,0,0
6, 03:00:00,49,3,0,0,0,0
1, 20:00:00,21,5,0,0,0,1
3, 01:00:00,33,9,0,0,1,0
6, 23:00:00,26,8,0,1,0,0
0, 07:00:00,36,22,0,0,0,1
6, 17:00:00,23,24,0,0,1,0
0, 05:00:00,18,36,0,0,1,0
